x1 x2 label
0.842 -2.006 8
14.442 16.192 3
-1.604 -22.304 2
-0.439 -21.104 3
-2.274 -4.786 8
-18.582 -9.596 6
-3.799 -12.292 4
-3.845 -24.366 2
-5.124 17.686 4
-7.378 -38.913 0
17.494 33.832 6
7.307 16.431 2
-4.239 -1.457 0
-6.424 12.145 7
13.818 29.603 5
15.428 32.235 4
-14.759 -11.183 7
-2.158 -1.252 6
-8.404 -20.619 1
-11.458 -25.227 7
-9.225 -24.779 7
-15.254 -26.104 2
9.780 31.238 7
-6.995 -22.065 3
-3.152 21.475 4
-3.536 15.286 7
2.137 24.923 2
-13.688 -5.791 3
-4.916 6.900 9
8.150 26.585 5
-12.750 -3.135 8
-5.798 -20.539 1
-13.896 -29.110 6
10.654 -2.693 0
5.290 19.339 3
7.250 15.163 6
-9.619 -38.757 8
8.375 19.600 1
-5.488 -4.323 4
0.522 15.305 9
11.985 30.573 0
1.334 -12.527 3
-0.602 -19.492 7
5.677 0.739 4
4.802 -4.172 4
-10.102 6.787 2
-14.389 -24.671 7
-10.193 -37.075 9
-15.117 -23.232 2
-1.422 8.226 7
9.666 9.783 5
13.441 22.292 3
-7.689 13.308 0
2.207 -5.168 7
4.656 -8.468 8
3.286 0.813 6
4.258 -0.921 0
3.899 -13.767 8
6.230 -10.933 0
-3.436 13.208 4
-9.272 -39.406 0
8.479 -4.081 7
-9.401 -17.615 0
-2.996 -4.257 8
-5.856 -11.775 3
-9.320 8.653 6
6.087 4.083 3
-18.908 -9.398 4
9.468 29.715 1
-8.751 -30.509 3
-11.145 -27.952 1
-10.365 8.550 9
-3.096 -7.613 7
-3.915 -4.325 7
10.034 20.997 9
-8.609 -34.719 0
8.050 5.083 8
15.815 27.038 3
8.699 15.184 3
-4.294 -30.978 8
-16.427 -2.154 6
6.246 21.699 2
-2.201 -1.361 4
13.362 17.457 4
-10.817 -25.057 0
6.378 22.752 5
11.868 -5.075 2
-10.007 -30.208 9
13.846 5.485 2
6.085 7.060 5
-8.514 12.687 4
-1.280 7.855 5
10.596 19.908 6
-5.080 10.837 8
-17.490 -24.402 0
16.959 15.842 3
3.292 0.723 6
-2.335 -15.507 0
16.440 27.373 4
9.440 29.880 9
-12.040 -13.080 8
-15.291 -30.780 0
-4.720 -29.229 9
0.895 6.326 3
-8.073 -12.836 6
-5.301 8.772 0
-13.431 -4.576 7
8.862 0.461 6
11.186 -0.369 7
-2.965 5.750 7
-13.439 -16.539 0
4.986 -13.571 7
8.168 -1.128 2
12.648 32.248 6
12.238 31.574 3
16.309 31.616 5
1.472 -2.886 5
7.964 22.783 4
4.162 11.585 9
10.999 20.029 3
6.062 -15.118 1
14.535 18.341 2
-2.009 -14.198 2
-8.501 -24.406 9
4.432 -2.141 6
-3.272 -6.765 0
-13.484 -18.247 0
2.435 -9.496 1
-10.761 2.006 7
-10.970 1.509 7
-8.724 -21.299 5
-11.876 -27.111 9
8.677 14.790 4
-2.797 -23.491 2
10.121 25.680 0
-13.402 -13.161 9
17.601 24.564 3
-12.492 -13.270 1
4.373 3.401 2
5.225 -6.751 9
-5.237 -29.092 8
-8.160 -35.218 6
-5.487 5.211 3
14.267 8.765 6
-13.422 -10.687 9
10.049 8.425 6
-9.072 8.357 6
-9.975 -32.995 9
0.011 -13.332 1
-8.446 -2.557 6
-8.587 -2.833 3
-11.877 -0.439 9
-10.039 -13.784 4
-4.962 13.164 3
-14.617 -14.286 3
-18.641 -15.430 4
8.533 24.312 2
12.015 9.170 3
-7.446 -23.212 1
9.354 30.752 3
3.923 5.825 0
-9.890 -14.590 0
-2.538 24.510 5
-6.119 -26.524 9
-5.322 -28.209 7
-5.308 -28.676 1
11.176 19.609 7
17.781 21.819 3
1.481 28.446 3
8.178 24.612 0
8.109 -2.844 7
-2.350 5.100 7
7.632 8.317 8
5.416 2.777 3
9.288 22.099 0
-0.494 -4.040 6
5.704 -5.570 1
-4.571 9.118 8
-5.732 -24.311 1
-11.158 -20.241 6
3.601 -12.098 9
13.538 13.914 4
-17.182 -7.305 6
-7.689 0.980 6
2.333 15.533 0
4.693 16.446 9
-0.835 17.024 2
-11.630 11.077 6
-1.636 -10.130 1
16.911 32.034 5
3.787 -10.700 2
-6.914 -30.883 8
1.221 7.785 5
-4.079 -32.116 8
-5.457 -33.811 5
-12.756 -24.735 0
-10.438 12.248 3
-20.424 -5.436 3
-5.375 -26.810 1
12.331 23.316 2
-6.080 -10.498 8
12.056 -5.438 6
-16.190 2.041 2
15.461 26.453 5
4.200 10.865 4
16.553 17.355 4
-9.666 15.327 8
5.052 13.518 6
3.101 8.171 3
-6.771 14.185 5
14.757 -4.551 4
-5.153 17.766 3
-4.846 0.290 5
-6.506 -4.659 6
-4.159 -16.208 9
3.022 19.474 6
-2.601 19.153 7
8.616 16.253 4
-4.090 -26.557 2
-10.391 -20.426 1
8.849 27.159 2
8.325 18.227 8
-3.634 -7.909 0
-15.768 -20.990 7
-8.241 -32.579 8
-2.063 23.468 5
2.140 -15.928 7
3.341 12.852 5
12.313 14.389 2
10.833 -0.537 7
-3.177 -32.092 5
4.754 25.332 5
-12.044 -10.166 3
-4.407 -28.399 7
8.290 12.092 2
-6.352 -5.945 9
1.983 8.123 5
-11.726 -24.202 1
16.089 18.445 2
10.605 18.139 5
-9.280 -25.386 8
2.376 9.466 5
15.499 -0.970 6
-12.438 -25.476 8
-9.432 12.776 6
6.374 12.471 0
-9.898 13.274 3
-1.255 13.522 5
6.383 -5.770 7
20.453 21.441 5
-9.657 -5.403 9
-10.820 -25.007 4
3.302 -8.321 7
4.723 9.028 2
5.259 -5.036 4
-4.453 -19.548 0
-9.021 16.020 4
-6.195 -37.990 9
1.671 -13.634 0
9.906 31.995 6
7.369 -0.137 2
-11.801 1.476 1
-9.044 -8.874 4
2.023 -10.675 9
14.223 31.603 4
6.105 -17.946 7
11.616 20.543 2
0.256 -3.770 1
7.435 4.194 5
-7.876 6.948 1
2.556 -1.041 1
-5.263 -34.943 1
-2.431 -15.764 0
-4.722 3.078 4
-2.601 -22.232 2
-7.413 -25.210 3
-11.991 -0.495 1
-7.692 -37.604 8
15.035 -4.659 1
-2.193 4.967 8
4.811 24.299 0
-1.165 13.463 3
-12.956 -24.161 8
6.599 -8.682 0
2.964 -18.314 9
-5.910 16.845 4
-3.814 -28.960 0
6.019 -3.665 2
-12.766 -34.049 9
13.289 17.757 5
-0.313 -7.157 9
-17.055 -16.496 8
11.100 -0.225 7
3.768 -2.684 5
10.783 -1.603 7
-16.834 -24.643 2
-1.019 24.746 6
-3.829 -8.740 8
-1.255 -6.692 7
2.822 15.722 3
5.290 28.824 7
16.405 29.184 9
2.739 -11.025 9
-5.002 -23.478 9
-9.884 12.819 9
5.199 2.628 3
2.938 -20.999 5
-6.898 15.086 6
11.410 29.489 4
7.504 17.980 3
-1.650 11.609 9
-1.589 8.495 0
3.313 20.275 1
-8.684 11.182 5
-9.336 -6.400 2
5.438 19.393 9
9.800 10.683 4
1.031 -6.855 8
10.196 -9.430 3
4.556 16.419 5
-13.594 -9.958 8
6.707 8.710 2
8.760 15.481 3
11.392 6.802 9
-6.942 -37.613 1
6.616 23.903 2
9.977 26.675 2
-2.866 -19.398 8
-6.202 12.584 9
3.536 -9.669 0
-4.562 -31.177 0
8.248 10.554 5
-2.750 -20.805 9
-11.579 -24.169 9
1.823 7.974 4
-6.875 -23.020 1
-11.217 6.034 5
-1.522 2.345 2
10.651 -4.830 7
0.010 -12.442 1
2.794 14.462 8
-1.324 -8.264 7
-10.110 -2.208 1
-8.742 -27.731 7
10.905 3.763 5
6.087 -15.267 0
12.728 4.864 9
2.408 19.416 9
-8.306 6.777 3
12.068 -4.916 4
13.417 32.469 4
-10.210 -18.191 9
-2.199 9.931 9
-3.089 14.660 8
-1.055 -28.411 4
-1.347 -29.645 4
7.301 -14.674 7
18.194 22.994 6
-2.498 11.577 6
5.082 24.160 0
4.400 4.360 5
-10.453 15.498 3
10.888 -3.049 8
-9.716 -21.640 7
-17.143 -7.344 2
4.471 13.344 5
4.737 9.504 5
-4.590 -20.692 8
14.122 18.031 7
4.855 -13.938 1
-1.706 5.543 5
-7.589 -14.838 9
0.208 -5.453 7
15.771 34.069 6
2.656 14.965 0
8.651 22.436 0
4.503 15.319 5
-7.806 -39.079 0
-7.364 -13.343 9
-9.227 -36.150 0
-1.472 5.374 2
-6.521 -21.710 1
-12.869 -9.591 6
-9.005 9.660 5
0.053 17.649 2
13.737 33.806 3
-5.477 -8.382 8
4.288 24.381 7
-0.221 20.609 5
5.826 25.724 2
10.289 0.766 3
-12.421 -21.580 9
10.433 22.597 2
-11.765 -31.888 1
0.648 -24.992 8
-8.962 -27.018 4
-8.120 -27.422 3
-8.142 -14.362 0
-14.950 1.742 4
11.747 6.690 6
-7.739 -1.606 5
-7.249 2.552 6
17.186 17.975 3
-7.272 -17.791 2
4.268 17.173 5
-10.729 -9.999 6
-11.541 -15.792 6
-16.384 -12.144 2
-6.501 -23.807 7
-2.396 21.073 0
-10.778 -36.621 1
-15.233 -23.240 7
6.581 22.890 5
-9.738 -30.832 9
0.991 -0.659 8
-3.997 14.947 4
5.271 21.876 0
14.105 19.108 4
8.607 16.325 6
3.663 -6.808 0
16.983 20.039 3
-16.985 -27.007 3
6.622 23.973 6
-8.803 -32.341 1
-0.309 -14.366 6
4.065 22.965 1
13.982 31.736 5
16.103 30.377 5
7.238 -0.051 3
13.547 14.053 6
19.403 18.986 1
-5.160 -5.064 5
-13.864 -22.183 0
3.800 17.624 0
-9.123 -11.409 4
1.480 16.959 8
15.226 32.860 2
-14.562 -30.343 8
2.287 -17.693 9
-16.136 -16.654 1
19.579 21.508 7
11.748 21.091 2
6.856 -5.891 6
-0.336 2.898 2
12.552 -2.407 2
-8.920 -31.826 1
1.597 13.106 8
-12.348 -13.355 8
0.965 -15.014 4
13.304 34.019 5
2.460 23.776 2
15.859 14.280 3
-2.236 5.028 9
-6.396 16.379 8
-4.069 -12.681 6
-9.531 -34.157 8
-3.900 -28.981 2
-13.904 -27.268 5
-1.705 -20.385 9
-13.211 -1.348 5
5.625 17.139 3
-2.675 -1.921 5
-10.317 -28.483 8
-14.961 -7.966 7
12.998 4.598 6
-9.889 2.647 4
-11.304 -16.346 3
11.655 16.860 5
1.782 -11.436 7
3.220 -13.606 0
2.921 -6.486 0
8.227 3.046 6
-8.255 -37.449 0
-7.279 -19.976 0
-17.156 -0.372 0
-4.746 -16.062 6
-6.565 3.235 6
16.223 27.365 3
-1.055 -28.542 4
0.500 -0.035 0
2.206 -8.035 7
-8.053 -27.752 1
-14.371 -32.984 3
-12.203 -5.866 4
-3.122 12.938 6
-5.810 -23.442 6
13.245 25.578 0
-1.121 16.696 3
-4.165 -7.251 9
0.870 -21.632 6
10.502 6.617 0
-5.782 -19.665 8
15.089 -1.370 0
17.411 24.093 3
0.529 14.788 0
-11.017 10.026 7
-7.945 9.098 9
-5.613 -25.862 1
-10.329 8.518 2
12.358 -0.330 1
20.008 23.108 2
-10.468 -10.899 6
12.081 22.309 6
-7.553 17.537 2
-13.743 6.122 3
6.408 -21.929 6
-9.294 -3.458 0
1.113 -9.069 1
-6.486 -37.135 0
13.209 21.012 3
16.675 31.922 0
-2.947 -23.000 2
5.349 -2.920 2
12.396 29.301 5
-10.124 -2.134 7
-9.189 -23.350 1
-1.288 27.095 1
0.152 -5.846 1
9.645 1.520 0
-6.646 -35.425 4
10.626 22.608 5
-0.799 2.475 2
-8.291 -0.526 3
11.797 19.478 3
0.947 -7.021 9
-9.452 -26.300 9
6.023 18.893 0
10.822 28.070 4
-12.408 -27.140 3
-10.302 -27.661 3
-2.258 -3.638 8
3.309 13.160 8
6.891 1.905 7
0.988 -8.839 3
-3.569 -10.673 3
0.173 -11.400 1
-1.128 2.092 4
-10.821 -32.917 1
-4.482 -7.192 0
13.851 15.871 7
-5.873 -7.199 1
3.102 2.616 5
-5.974 -34.416 8
14.510 13.151 4
2.255 -5.080 8
-11.628 -30.524 4
-6.543 -5.414 6
-1.103 25.796 2
-6.231 -28.088 3
-6.053 -25.366 0
12.075 0.818 6
-7.273 1.049 0
-9.374 -4.454 9
-4.280 -12.770 3
16.828 22.297 4
-14.198 -8.413 6
1.204 16.206 6
5.700 15.889 6
4.841 5.856 7
-8.608 3.622 2
-4.273 8.813 4
-8.322 -34.718 8
-6.396 18.286 2
4.739 9.447 3
-1.386 15.119 4
7.665 22.971 0
-2.273 11.661 6
-5.779 -7.403 3
-1.272 -25.504 7
6.573 -2.568 3
4.467 -8.687 7
-14.957 3.556 3
6.056 -15.196 5
2.247 1.157 7
-15.260 -4.455 1
-16.202 -20.968 2
-5.927 9.249 8
-20.272 -7.331 6
-12.074 2.556 9
-9.834 -34.180 1
5.188 -9.122 7
-9.078 -35.972 6
6.174 -12.714 3
-3.578 -11.122 9
4.796 24.237 4
7.527 4.489 7
15.519 26.034 3
17.015 20.472 8
-5.134 -2.454 1
-7.660 -37.152 2
-17.166 -18.508 8
-14.051 5.681 5
-3.697 -16.090 7
12.620 4.777 2
-10.600 -37.430 4
3.533 -4.124 0
-6.953 -3.844 2
-8.522 -10.059 0
10.042 14.672 5
5.941 21.255 6
0.921 -4.978 3
8.911 28.795 5
-4.126 -23.192 8
0.647 6.106 6
-6.642 -23.193 1
4.035 -23.452 0
-10.792 -11.474 0
14.258 24.175 0
-10.490 -5.780 0
-8.151 7.649 3
-20.432 -5.357 4
8.503 -3.920 5
15.659 22.525 0
3.797 6.237 5
-15.177 -9.411 9
12.016 9.247 3
-0.506 -12.458 6
-9.129 2.318 2
6.375 -3.296 2
-2.205 0.598 3
-16.386 1.476 6
-9.379 -6.322 3
-14.251 -9.850 5
10.892 15.718 5
-4.037 -28.115 9
-3.754 -30.762 8
-13.340 -26.825 8
10.162 12.062 3
2.521 -19.442 7
9.724 1.611 4
6.668 -7.649 4
-10.495 -8.402 0
3.419 -10.454 9
0.725 -18.432 6
-10.692 0.186 4
10.591 22.556 5
-1.226 -6.629 7
-4.080 9.686 9
-7.140 -23.985 1
10.428 7.767 1
-12.569 -21.550 1
-6.582 7.591 7
-3.820 -3.511 3
-10.898 -22.917 1
12.777 -8.395 6
-0.280 20.547 9
-1.966 16.157 8
-21.012 -14.026 6
14.407 30.404 5
7.418 24.490 7
0.334 22.825 2
-13.745 -19.563 5
12.707 33.953 2
-0.926 -21.561 2
-16.437 -10.193 8
5.601 22.385 3
10.060 24.762 6
-11.991 -19.222 7
-14.584 -14.344 6
12.333 25.455 7
-0.149 9.473 5
16.198 22.745 5
-5.818 -27.648 9
-7.530 17.492 2
-9.555 -18.574 1
-7.040 4.191 7
17.448 24.361 4
4.199 -3.523 0
14.849 24.483 2
-6.597 -26.041 3
2.410 4.556 8
7.847 -7.295 6
-8.294 -12.268 1
4.127 26.930 4
18.500 29.351 5
-2.306 9.550 6
16.969 30.237 3
-11.559 -36.008 9
17.028 15.757 4
7.796 20.591 9
-7.245 -5.166 2
15.670 34.731 6
-15.575 -2.503 9
-11.769 -13.072 8
18.203 29.537 2
19.423 21.478 6
-6.136 -10.498 4
3.524 24.521 7
-1.745 -8.144 7
18.583 19.634 9
2.849 -9.569 7
-13.314 -26.875 4
8.741 19.973 7
11.304 25.906 7
-11.705 -32.132 2
-8.477 -29.393 8
12.048 20.359 4
-4.087 -4.662 1
-10.020 -1.633 7
-5.395 -31.484 1
-1.732 1.983 4
-5.840 16.659 8
-5.420 -9.004 9
9.881 31.158 7
-7.706 -34.979 0
0.103 28.056 3
-12.539 1.091 3
18.721 30.684 5
-5.330 -36.085 1
8.092 -11.920 6
10.873 -2.908 5
12.607 27.778 3
-4.276 7.231 9
-1.754 -1.324 3
-11.575 -7.752 8
2.541 10.604 9
-14.848 -1.714 1
15.517 20.172 5
-10.550 -0.165 3
-3.727 -30.792 0
-6.521 -2.651 2
15.126 31.683 3
16.948 13.479 2
9.590 -5.651 2
10.953 24.046 5
-6.408 -17.872 9
-2.494 -20.668 5
8.918 26.763 0
-11.432 -29.578 0
-0.825 -8.893 7
11.303 14.622 3
1.964 19.298 8
-7.937 0.165 8
8.037 28.324 3
-10.324 -9.561 7
-8.021 -37.623 0
-8.420 -0.304 9
-11.938 -19.313 1
-10.466 -10.583 1
8.205 21.933 0
10.709 29.359 1
0.541 10.620 6
-1.597 -23.555 2
0.091 -18.779 2
-12.235 -2.715 7
-11.605 -20.405 3
0.046 -3.613 1
-2.558 4.698 1
-0.679 0.137 4
0.289 -16.406 1
5.816 26.630 5
16.655 13.653 3
-7.345 -26.791 6
13.098 32.877 3
-3.112 -10.248 0
5.825 -1.556 8
6.270 -16.016 0
4.556 -8.396 2
-10.151 -27.337 0
-0.369 -2.755 8
-2.235 23.177 0
-12.665 -28.035 0
-11.901 -28.729 1
-10.476 3.858 4
-9.277 -22.050 9
5.600 21.047 8
-3.637 1.620 9
17.014 21.964 6
-16.689 -11.263 6
1.034 -18.395 4
3.060 22.342 6
14.596 33.580 0
10.046 10.754 8
-13.237 -3.765 6
-4.567 -21.099 9
10.815 21.097 8
-16.329 -15.528 8
16.482 22.785 5
-8.538 -7.201 6
-15.078 10.067 2
-10.521 10.196 6
-4.914 -20.936 9
9.614 19.377 3
5.748 -7.023 2
11.223 26.489 4
-6.130 -1.091 7
4.333 7.945 5
-6.143 -34.689 7
-4.265 22.300 4
-0.008 5.637 7
-5.556 -17.319 9
-4.969 -19.187 0
16.635 9.924 0
-11.587 -4.460 6
-11.750 -19.337 9
-4.257 22.392 2
-1.273 -8.951 4
14.031 23.495 3
8.715 13.154 2
8.248 12.110 3
8.269 10.632 3
17.984 27.875 3
-11.579 -28.097 9
-6.985 -15.376 5
-4.398 1.115 4
-7.373 -36.680 1
2.202 11.355 0
10.104 -9.489 1
6.765 -10.472 0
-11.192 -33.194 1
16.987 34.078 5
1.589 -13.812 8
5.633 28.748 8
10.103 8.619 6
-12.878 -11.304 7
1.230 -20.607 6
-4.161 -1.277 8
-8.515 15.034 5
-7.777 -33.467 8
-8.842 -38.786 2
-15.419 -16.140 7
4.356 10.344 6
-3.506 14.897 4
10.269 27.718 7
13.407 32.625 5
-6.244 8.671 2
3.519 8.849 8
-7.613 -8.318 0
8.528 7.623 6
-4.990 -23.594 8
-3.609 -20.176 6
-2.542 17.620 3
-0.846 -29.462 2
-1.157 25.568 2
7.119 -5.105 9
-4.517 15.615 6
3.926 -3.193 3
4.143 20.860 6
-3.131 18.197 7
-0.408 -6.902 0
16.318 9.709 0
-0.155 16.868 4
-11.726 -2.327 3
-6.528 4.279 4
-5.345 -21.629 3
12.658 3.334 3
1.300 12.793 5
-11.935 -26.298 8
-9.819 -23.774 8
5.482 17.024 2
11.153 26.630 7
-16.485 -10.172 5
17.346 32.278 2
1.189 19.306 3
3.252 2.542 6
9.973 20.967 0
17.095 17.957 4
-4.308 -25.485 7
-14.104 -28.355 1
0.232 11.181 3
-13.686 0.504 3
-0.923 -11.403 4
-6.303 -29.934 4
1.980 9.490 2
16.841 32.644 2
-1.359 -16.882 0
8.201 19.809 2
-6.838 -3.183 6
1.956 5.556 7
-8.152 -15.571 2
-6.210 -24.667 8
-0.203 -1.971 4
7.542 9.735 4
-9.422 2.480 2
10.380 17.558 6
5.275 -12.953 8
1.939 2.455 7
11.718 -3.575 4
14.967 29.370 6
-10.212 -23.039 1
12.381 5.150 6
-9.088 -12.756 4
-6.899 -11.425 1
-9.041 12.533 8
-0.926 14.928 4
-6.583 -20.016 8
-0.939 7.152 9
0.025 1.495 7
6.770 7.336 3
-12.986 3.725 3
-10.345 -3.354 7
-7.567 4.106 5
-0.984 24.638 8
-14.383 5.389 2
10.934 30.420 6
9.734 -5.921 5
-9.823 -34.687 8
-11.463 -0.077 7
14.672 33.600 3
6.381 -21.934 6
-16.986 -0.804 2
-10.609 -35.588 9
10.613 -4.990 9
3.777 -5.156 7
18.139 30.759 8
13.126 28.697 5
5.139 13.762 3
-4.476 -15.456 4
-2.426 21.968 4
1.112 -22.890 6
-4.521 -31.426 2
-3.169 -2.517 6
3.191 20.480 3
9.101 -2.370 5
-8.491 -7.523 2
7.738 4.594 1
7.479 -9.789 0
-9.424 -25.236 5
-13.928 0.464 0
-11.247 0.955 6
-6.120 -2.548 2
14.705 30.731 6
1.612 -9.409 1
-16.758 -2.181 6
0.836 -15.384 0
-4.381 10.636 0
3.646 -7.281 2
7.701 13.831 2
-11.321 6.372 2
5.645 0.981 7
-14.603 -30.183 8
-2.117 -0.080 5
2.194 15.011 1
8.671 7.817 7
13.960 14.298 6
15.739 21.581 4
-4.407 -1.715 3
-0.598 27.296 3
18.522 21.450 3
-1.349 17.566 4
9.782 19.095 9
-7.638 -31.875 1
0.621 -10.801 4
-6.042 11.068 1
11.754 16.056 0
-3.636 11.294 3
0.880 2.114 4
4.972 2.010 5
0.091 22.993 0
-8.477 -35.101 7
11.492 25.443 2
1.778 5.711 1
4.009 -18.920 4
-9.987 -38.561 8
-2.640 -32.782 8
