x1 x2 label
-5.779 -22.873 4
7.918 -4.479 4
7.756 43.607 0
7.468 17.985 1
23.592 3.036 0
-7.536 -29.027 3
2.891 40.165 3
-24.442 -25.489 2
6.841 27.149 9
1.354 11.426 8
-5.255 -20.246 0
3.682 -23.597 2
-22.561 -43.873 4
-13.826 -17.917 6
6.508 6.559 8
18.723 14.610 4
-0.987 44.839 7
11.838 -8.696 4
19.920 4.148 1
20.545 5.764 3
6.282 -18.650 6
-8.482 -17.218 5
-3.274 4.782 7
-10.674 -14.793 5
-19.287 -41.039 3
-5.920 -6.042 6
-3.178 -31.327 4
8.405 30.280 3
4.654 14.241 9
18.882 25.752 0
9.980 36.842 5
2.903 -10.232 1
-19.449 -32.165 6
12.980 19.861 3
-14.267 -21.688 3
-4.857 47.225 0
-8.713 -15.410 1
-5.899 0.274 6
8.619 34.351 9
-21.697 -37.800 4
-12.582 -15.119 3
23.527 14.215 2
-3.738 4.612 8
-16.080 -28.911 3
16.973 29.054 1
-2.169 -13.111 4
-16.620 -40.794 6
20.598 30.368 2
6.424 40.884 5
-4.729 -20.542 7
-15.681 -20.512 7
-21.707 -43.046 2
22.891 9.261 7
23.444 15.228 2
-5.441 -31.252 4
-10.128 -5.105 3
13.757 3.092 0
8.516 -13.426 4
5.847 -7.854 5
6.874 43.736 8
-19.728 -40.386 3
-5.472 -22.124 5
10.866 27.199 7
3.029 -19.957 0
18.706 18.326 3
-20.963 -27.483 8
-2.870 -3.850 6
-4.982 44.114 1
3.269 -20.569 0
20.738 26.839 4
-18.941 -19.310 7
9.724 23.359 5
7.282 28.447 2
-8.452 48.930 2
-6.494 -26.817 7
12.320 26.630 2
-8.910 -25.747 4
-10.011 -29.387 3
-5.645 -30.623 7
6.653 5.468 2
10.572 19.330 0
-7.070 -33.157 4
-19.639 -25.376 2
8.464 17.579 2
0.155 -3.651 4
-14.179 -13.011 4
-16.954 -32.356 6
9.173 42.076 9
14.361 29.894 9
17.558 26.306 5
12.588 36.902 2
5.545 13.307 7
-3.425 -8.490 3
4.363 45.955 9
12.598 -8.322 4
5.538 19.919 2
9.782 5.043 2
-5.229 3.731 4
25.423 23.411 1
-7.010 -30.070 3
13.539 -0.915 8
7.129 43.021 2
7.610 -15.549 3
16.910 -1.412 9
2.093 40.229 3
8.842 32.038 7
-0.095 -16.328 1
15.707 29.404 0
5.216 33.309 3
19.036 24.591 0
16.022 10.415 6
16.870 29.002 0
-21.486 -44.413 8
-19.829 -10.739 8
8.523 21.485 2
-19.702 -11.152 2
-23.658 -31.075 6
3.378 -18.274 7
16.090 17.702 1
-7.862 45.858 6
15.250 7.919 7
13.966 14.539 4
-19.920 -33.325 0
11.302 40.665 9
15.854 6.049 4
-11.527 -7.164 5
-17.695 -29.071 8
23.220 27.349 1
-6.695 -21.189 3
-6.832 -12.936 8
11.314 32.789 9
17.546 25.681 5
19.122 16.136 2
12.628 32.628 1
-19.565 -28.816 1
-15.636 -43.520 2
-17.976 -44.207 4
-19.031 -35.039 0
-20.410 -23.493 8
2.611 37.166 7
-5.791 -26.567 6
8.646 7.333 3
3.605 -6.835 2
-1.223 -11.747 6
-22.222 -27.033 9
18.386 20.920 3
-2.123 -9.012 5
-4.459 -22.983 5
-14.994 -44.096 3
-7.356 44.741 3
-18.105 -19.902 9
-8.015 -34.073 5
-22.527 -42.444 0
4.729 -10.557 0
-1.805 6.123 7
9.749 -3.806 4
3.861 -21.781 6
6.317 34.155 2
21.492 28.506 2
-3.225 -0.035 3
-1.461 -2.502 6
8.680 -18.834 8
1.998 15.660 8
10.780 5.212 9
-16.651 -7.966 3
15.765 14.925 5
-11.153 -6.767 2
6.422 27.291 7
-17.018 -42.873 4
19.969 4.315 8
7.464 -13.091 3
9.395 25.715 9
-4.796 -9.157 8
-2.167 1.853 5
-20.477 -38.274 2
3.826 0.751 1
-9.029 -27.927 6
-15.869 -13.558 5
-7.483 -10.412 5
1.998 12.092 9
-19.037 -20.997 0
-3.466 8.103 1
-9.142 50.062 3
17.784 4.685 6
-17.116 -37.253 4
-15.112 -12.626 4
12.060 31.709 1
-13.248 -4.629 6
6.729 26.885 1
-6.696 47.849 0
-22.532 -24.129 5
8.564 39.084 7
-2.359 -7.055 5
8.008 13.492 5
-1.400 -6.086 3
7.016 34.192 2
7.352 -20.453 1
-4.278 5.291 2
-23.433 -28.137 2
-13.159 -15.912 7
1.258 -20.596 7
-2.075 -13.802 3
15.759 18.182 8
12.683 -0.028 0
10.630 -8.821 9
20.450 18.703 4
8.496 11.735 8
5.697 -17.592 4
8.587 17.897 7
9.186 42.149 6
-3.256 -9.788 2
-19.238 -33.485 6
-2.333 0.907 8
-4.944 -33.269 6
-9.853 49.883 3
24.132 27.254 1
-14.641 -29.922 4
3.737 -20.609 3
9.012 40.786 2
0.419 44.049 9
23.557 14.016 3
-17.734 -12.016 6
-18.855 -33.678 0
10.800 -17.878 1
12.329 28.267 4
12.879 -5.780 6
15.661 12.112 7
13.825 0.487 5
-8.856 -27.843 2
-16.638 -9.225 0
3.527 6.364 4
-8.654 -17.697 3
3.220 -22.622 6
-7.696 47.702 2
-9.020 -22.179 0
-21.088 -25.446 6
19.536 23.850 1
-15.819 -9.158 6
19.454 26.331 1
-5.913 -13.701 8
5.452 -1.395 2
2.960 -19.636 9
11.299 -11.977 0
-0.815 -18.595 6
15.003 7.736 7
-7.803 -9.413 7
10.688 33.052 5
-1.982 -5.677 5
-1.058 -8.900 3
21.864 16.984 9
14.709 -6.501 3
-16.425 -43.507 8
-14.586 -43.528 8
-4.868 8.262 9
-13.535 -30.802 5
6.641 47.581 9
4.962 46.824 5
2.066 45.578 1
3.980 7.962 1
24.466 27.214 9
13.978 14.431 6
-19.499 -27.220 8
17.305 9.815 1
-18.686 -39.893 3
8.308 -2.721 6
14.528 -12.376 7
3.296 -23.524 1
7.090 -21.204 8
-4.855 -0.200 0
-18.581 -21.702 8
5.431 18.662 4
-2.935 4.598 1
7.013 -18.232 6
16.097 18.405 5
15.541 -0.888 8
-2.773 -31.430 8
13.732 2.526 5
-2.909 -18.506 7
-22.435 -45.458 2
-5.729 -2.082 9
-7.941 -2.064 5
7.950 38.774 2
-7.331 48.030 0
-24.093 -25.612 9
7.272 -0.015 4
-18.701 -38.709 0
4.580 21.944 2
8.902 25.963 5
-19.165 -39.698 8
8.323 6.334 1
9.875 -13.071 7
-9.904 -3.927 4
0.593 45.376 3
-17.656 -23.162 7
9.891 3.724 4
15.409 18.561 1
-21.103 -43.573 8
4.975 -13.711 0
-9.246 -13.314 8
-12.390 -30.960 8
1.368 5.725 1
5.348 12.288 5
13.019 10.460 5
5.608 22.344 5
3.305 -7.385 0
-3.710 -13.950 7
-1.673 42.818 8
15.504 14.879 1
-8.663 -23.715 0
11.016 33.035 2
-10.565 48.691 3
9.468 5.410 9
-16.347 -26.350 4
21.355 16.855 2
7.157 -22.626 3
-15.649 -9.559 5
-19.470 -24.756 6
22.124 9.743 4
18.675 1.897 5
-17.080 -30.774 4
-4.902 1.155 7
19.102 -2.202 0
20.421 6.830 3
3.704 12.928 2
-12.009 -31.672 8
7.348 6.406 3
-11.130 -18.085 0
-23.822 -23.868 5
-4.863 -14.464 7
-8.831 47.415 8
22.493 6.792 0
-3.982 -10.429 2
22.944 22.233 9
-19.012 -30.636 0
-0.009 37.656 6
-16.573 -34.609 3
4.048 -0.175 0
-4.605 -22.057 2
18.926 4.496 0
6.480 44.434 7
-2.552 41.079 0
6.144 -18.889 7
-22.925 -44.074 3
-23.157 -19.777 4
-20.416 -27.117 6
2.389 16.718 1
21.681 11.824 9
-19.423 -30.156 6
9.338 -11.505 2
-0.081 -18.149 4
9.750 -18.122 1
-17.473 -43.542 4
-4.198 4.718 6
5.231 16.589 7
18.749 9.026 1
0.180 -4.120 1
-4.514 -7.519 0
6.586 -19.327 2
0.036 -3.558 7
9.183 -13.496 3
9.192 39.456 7
8.408 13.782 7
-23.831 -24.012 3
17.406 29.645 3
-4.300 41.937 6
-7.423 -27.648 2
-14.160 -27.872 0
-7.062 47.479 7
9.096 -12.405 8
19.432 10.511 5
8.871 -1.993 2
-10.405 48.642 7
25.160 13.769 6
2.485 39.756 0
11.497 28.976 9
-8.363 -3.019 7
-8.981 -23.408 8
-6.831 2.643 3
7.931 39.287 7
-16.174 -34.254 8
6.197 41.964 9
-3.957 43.972 3
8.019 29.005 5
14.980 -4.837 8
-14.289 -36.883 1
-3.869 8.102 1
8.280 33.766 2
-21.762 -40.411 0
19.864 3.179 9
-5.226 -25.611 1
19.665 27.135 6
1.844 44.862 6
-2.986 6.078 9
-24.006 -31.013 3
-2.154 -6.406 5
-5.421 -31.243 8
-6.300 45.150 9
10.837 36.533 1
5.996 46.309 7
-20.694 -44.621 0
-15.450 -42.390 2
-17.419 -31.122 8
-19.992 -29.482 2
20.489 22.149 5
-4.044 -28.976 8
-23.553 -31.654 8
7.090 34.767 7
0.777 1.647 3
20.264 24.085 5
-1.273 -9.327 9
15.571 0.539 4
-20.059 -11.227 6
14.945 29.968 5
-6.171 -10.776 3
-8.994 -17.323 6
-16.661 -13.576 9
9.575 33.252 6
-15.405 -22.871 4
9.551 1.796 3
-18.839 -8.831 6
-4.707 45.581 2
10.996 17.912 7
20.440 21.231 0
6.236 -16.061 9
10.607 23.737 7
-7.386 -11.184 2
5.337 -7.019 9
-3.715 41.393 1
3.511 4.981 9
-6.103 -32.836 8
-11.527 -8.305 6
3.137 -17.905 5
17.175 10.002 5
2.722 42.655 9
-9.986 -17.194 3
-11.657 -21.972 5
1.262 40.103 5
5.348 21.268 0
3.280 4.854 0
18.296 24.007 5
-10.503 -4.611 8
-5.071 -32.437 1
-22.613 -44.932 2
-5.180 -23.109 2
11.513 31.423 6
-6.558 -10.364 5
4.777 29.395 7
-19.296 -27.043 9
5.223 -7.479 0
5.551 -18.236 3
6.611 10.059 7
2.335 7.936 0
-2.436 -4.962 0
-11.037 -12.583 2
5.153 15.192 3
-12.537 -5.935 5
8.249 -19.924 6
-11.176 -27.544 1
13.001 2.611 5
5.139 28.893 3
17.460 24.375 9
-1.321 -8.399 4
7.590 16.717 7
11.758 2.121 2
6.304 32.082 4
-19.916 -39.535 6
0.469 42.495 6
-17.820 -19.691 6
9.726 -3.534 3
-18.896 -39.288 0
12.211 9.746 9
-21.529 -29.020 3
11.401 19.892 7
8.839 22.563 6
-6.388 -27.480 0
8.491 18.973 1
-6.529 -13.441 7
-20.839 -44.545 8
-5.467 -7.982 3
2.782 36.797 7
8.505 42.622 5
7.953 27.850 2
12.377 37.736 3
-11.663 -19.526 9
-3.190 8.744 3
-11.515 -27.593 6
20.029 29.246 1
9.227 0.688 2
-15.101 -37.099 8
-7.576 46.410 7
-20.206 -39.513 8
1.478 5.920 6
20.755 2.325 3
13.355 -6.915 9
15.388 10.318 4
5.286 40.519 5
8.644 -5.285 7
0.572 0.477 9
-12.768 -31.513 3
20.846 10.862 7
-23.980 -21.869 4
3.667 28.857 5
4.417 -24.058 7
-0.992 45.078 7
-17.539 -15.721 8
6.857 -18.080 6
-17.262 -37.699 6
4.309 -23.735 1
-17.653 -30.652 0
-8.552 -1.154 4
-8.203 47.578 1
-23.092 -19.453 7
3.613 -13.578 6
-6.500 43.808 7
21.970 2.133 4
-18.441 -40.760 0
-23.614 -19.651 4
10.044 21.948 6
-4.699 -14.230 3
6.909 34.809 3
24.238 23.610 5
20.760 8.778 6
17.664 11.369 7
3.894 18.945 9
18.805 13.830 1
6.321 -14.925 9
21.125 11.811 5
6.546 1.390 2
-21.193 -30.968 5
0.821 4.981 4
-18.228 -38.145 4
-15.968 -7.116 3
15.685 19.413 6
-17.017 -27.495 0
-1.994 43.333 3
14.675 -12.302 4
10.910 11.193 7
0.619 40.425 5
14.472 -7.415 7
12.371 41.101 1
-8.388 -9.104 1
-18.893 -20.418 3
-4.988 -7.183 3
7.454 16.710 0
4.886 46.749 1
7.214 16.026 4
-4.667 43.546 5
-8.788 -32.971 3
-24.066 -24.859 6
-12.066 -17.854 3
8.551 40.681 8
-10.767 -30.655 3
19.855 21.224 1
4.448 14.209 9
-17.140 -22.920 4
-17.179 -32.442 8
12.332 -6.578 3
13.286 -11.692 1
-17.998 -10.225 5
9.426 36.337 2
-1.976 43.282 0
3.501 -20.211 3
-22.039 -25.071 0
6.753 -13.828 0
-4.755 -20.775 0
-18.246 -27.188 8
19.339 22.066 0
20.731 27.627 8
2.787 41.286 7
-18.044 -32.290 8
-8.821 -33.990 5
18.962 20.295 7
9.797 -5.437 0
-17.677 -27.765 0
16.057 -6.754 2
12.996 -1.045 0
10.660 -17.015 9
8.046 0.390 5
4.900 -5.455 3
19.148 20.979 1
6.848 6.776 0
4.100 22.438 6
20.495 22.648 6
22.473 18.157 9
5.234 46.138 1
6.493 40.488 9
16.246 -4.436 9
7.982 7.994 1
7.543 8.928 6
10.607 23.893 9
17.541 -3.332 6
4.650 28.217 4
3.731 18.316 6
-18.565 -28.051 2
9.704 11.306 9
-16.106 -16.255 6
-2.918 -19.173 5
-18.480 -41.880 8
3.580 -5.756 6
-14.962 -6.305 6
-0.785 45.682 0
-22.255 -27.948 4
-16.733 -16.104 7
5.251 -15.070 2
-0.392 1.883 3
15.208 10.621 4
-12.870 -31.916 8
3.205 -23.441 4
16.725 -3.195 9
8.609 35.502 5
6.678 18.880 8
-6.684 45.126 5
-9.667 -12.947 0
4.272 -19.602 9
3.581 -19.219 2
21.781 7.988 2
-5.604 45.999 3
-6.466 -21.473 2
17.312 24.869 9
-12.110 -6.766 0
11.810 -9.486 9
-0.277 -10.056 2
17.268 5.838 6
-9.688 -13.605 5
-3.096 -11.948 3
-0.499 46.455 3
17.894 21.496 5
15.883 -8.520 5
5.468 18.493 2
5.814 29.032 2
19.329 0.158 3
-7.133 -11.160 7
5.807 21.298 3
13.768 36.962 6
23.305 6.860 6
19.178 9.157 0
-9.229 -2.587 8
-23.428 -31.873 7
-8.041 -9.165 7
6.855 14.811 0
-17.130 -14.972 2
17.816 29.531 1
-4.597 8.198 7
9.104 0.305 5
10.258 9.385 7
-1.684 -0.350 2
-9.626 -19.377 2
-3.733 -20.492 0
0.204 38.331 7
12.704 -4.527 5
9.925 34.704 5
16.194 20.389 9
21.232 1.861 2
15.951 -4.737 5
-22.236 -27.724 6
-5.739 44.375 4
3.318 17.824 7
10.081 2.562 9
6.287 -23.445 6
7.583 8.495 0
20.752 27.963 2
10.019 32.823 3
22.864 4.130 8
7.197 12.235 6
-1.572 8.329 6
-5.445 46.991 7
10.579 -12.952 4
-8.295 -22.699 3
-19.342 -42.278 9
-15.277 -5.859 6
23.709 3.045 7
-15.095 -21.129 7
9.576 41.469 4
-11.056 49.458 7
-19.802 -37.795 3
-4.190 -30.804 8
21.434 24.674 7
12.705 31.304 2
12.482 -5.540 9
0.563 41.399 7
3.535 -9.854 5
-6.543 4.087 7
-10.052 48.241 0
5.755 -1.985 6
16.563 24.779 3
-8.519 -6.134 9
-5.268 -1.658 4
17.552 10.687 8
-10.535 -32.375 4
19.522 11.381 1
-6.006 -27.671 5
-9.995 -23.566 8
-4.637 45.957 2
-9.941 -21.890 7
-15.510 -16.274 4
22.196 27.176 5
8.359 38.904 9
5.728 -18.167 5
12.354 28.096 9
-15.786 -36.858 0
12.209 26.882 4
25.144 13.790 1
-18.128 -34.776 2
-22.847 -28.685 4
5.222 34.316 5
2.799 40.730 6
-11.590 50.500 0
23.568 7.915 5
-13.910 -5.928 4
4.840 12.706 9
16.247 26.788 7
-11.511 -29.816 8
10.346 40.666 9
-22.824 -21.052 6
-7.948 1.840 2
8.598 -1.340 9
-0.543 44.226 7
-4.419 -1.117 2
-3.822 -4.173 8
-16.990 -17.168 4
6.724 28.217 1
-10.097 -24.069 5
4.916 11.830 3
-14.044 -31.342 2
9.498 3.914 1
23.792 6.380 2
4.116 -0.396 0
-23.273 -39.672 2
15.185 13.923 4
18.224 -3.585 6
-0.813 1.639 9
13.385 -5.791 3
2.336 43.107 9
-6.326 48.509 2
12.438 2.733 3
13.357 -5.082 8
-18.931 -32.738 0
-9.110 47.333 6
10.764 41.209 1
15.405 -6.758 3
-23.426 -45.237 4
-23.474 -24.179 3
10.248 -17.553 2
6.284 33.017 9
14.133 -10.845 4
-14.842 -6.561 6
17.047 22.677 5
3.649 2.283 0
20.298 4.229 8
-9.102 -31.229 0
-17.307 -27.346 8
-21.165 -45.978 4
15.248 0.308 9
8.190 24.661 5
-9.046 -18.297 4
-9.037 -7.408 9
7.473 6.723 1
19.255 0.402 3
19.890 24.410 9
-17.215 -26.527 1
-15.157 -22.756 8
-18.272 -42.278 6
-9.587 -22.176 0
-24.408 -30.468 0
-0.683 0.160 7
-12.856 -7.688 3
-17.841 -40.082 3
-16.031 -13.450 7
17.752 12.286 3
-6.599 -21.256 0
8.379 20.155 0
-8.947 -34.056 8
-4.888 -7.191 5
22.625 9.488 3
15.516 15.390 9
14.925 7.828 5
13.195 1.349 4
-12.037 -5.806 1
-11.573 -6.725 2
11.153 -0.220 9
8.576 1.165 0
5.047 20.303 5
-2.553 0.407 5
13.769 36.983 1
-14.888 -18.679 1
-20.641 -40.623 4
-2.411 -9.302 6
-16.850 -35.417 0
-18.237 -40.757 8
-21.396 -46.083 1
-19.418 -38.310 0
-10.512 -26.857 8
-10.726 50.084 7
6.815 19.877 1
-18.704 -27.198 1
23.060 10.379 0
-12.771 -9.590 1
14.658 -13.590 9
-3.456 -1.391 9
4.789 6.720 8
-5.240 48.139 7
-10.831 -23.300 6
4.187 0.481 9
-5.838 45.335 5
17.943 14.291 2
-9.328 -31.839 3
8.319 -6.600 8
7.711 31.679 7
15.860 -12.194 9
13.903 -13.013 7
-9.525 49.332 9
19.160 14.718 2
6.850 32.450 7
-1.774 7.678 7
7.399 40.620 7
-17.481 -34.302 2
-3.123 2.066 5
0.881 43.928 7
2.238 8.621 1
-22.105 -40.845 8
22.518 26.288 9
-0.512 41.218 6
16.254 27.745 3
5.674 -13.291 3
-13.016 -16.667 8
-23.016 -41.136 8
-24.123 -22.981 7
5.420 18.013 6
-1.947 -14.161 7
4.737 22.040 9
-10.354 -25.198 6
15.272 -10.898 7
3.415 0.965 1
7.629 29.633 5
-9.252 -20.722 1
8.049 44.792 7
-4.322 -8.806 5
6.935 25.162 3
-21.646 -38.924 6
9.094 1.863 2
-1.372 -2.620 0
15.274 -0.433 4
-11.523 -16.506 2
-13.030 -28.862 1
-5.721 -31.999 8
-5.622 -20.787 5
23.627 7.235 9
-3.141 -2.038 8
1.668 38.145 6
-6.551 -10.601 3
18.912 -3.389 3
18.570 27.852 4
8.959 43.123 9
23.438 15.157 7
-9.801 47.680 0
10.189 19.046 9
-16.008 -43.765 4
20.752 6.638 9
11.179 30.915 7
-22.457 -42.564 3
1.782 40.444 6
6.643 11.030 4
10.305 23.213 3
17.514 23.411 5
6.081 17.385 1
-9.839 -3.983 1
-10.133 -18.833 2
-15.722 -44.834 6
-20.417 -37.786 4
-11.106 -22.240 8
4.896 -16.385 2
-13.545 -20.695 6
-1.422 46.017 1
8.375 -4.092 2
-4.714 -5.721 1
14.750 -11.446 8
3.622 -13.657 4
10.986 11.638 9
-0.769 0.757 6
-12.726 -12.619 6
-3.855 -4.598 3
15.528 -7.551 8
-18.487 -36.921 5
3.854 -7.513 2
-19.559 -24.154 3
0.522 -20.612 7
12.778 36.659 6
4.904 10.196 8
8.660 2.110 4
2.650 -17.370 0
18.241 4.060 5
9.406 22.236 5
5.068 40.966 5
7.096 36.309 7
19.491 11.065 5
-18.646 -44.891 4
-9.555 -14.235 4
-21.174 -30.079 6
-22.969 -41.181 1
9.656 1.414 9
8.455 -2.302 9
9.461 4.428 3
17.996 13.029 2
15.761 7.355 4
14.980 -9.673 3
-18.362 -20.674 8
-11.111 -31.055 5
16.863 -0.523 7
-7.577 2.026 7
-23.240 -29.513 4
6.736 -7.513 8
-21.905 -45.093 2
6.819 -22.226 9
-11.778 -19.614 7
5.518 7.111 0
7.255 41.150 6
-16.179 -13.207 1
-5.377 -32.558 3
-21.322 -25.496 3
8.157 17.753 4
4.542 43.997 8
-11.151 -28.730 0
6.351 46.648 7
19.356 22.884 4
3.176 36.083 7
23.369 17.316 0
3.069 6.325 7
-7.585 -11.602 2
11.553 -7.441 8
-2.086 -10.253 1
22.513 27.379 8
-9.934 -7.192 3
-20.748 -26.648 8
6.242 46.912 1
20.691 30.066 0
22.903 6.089 5
7.479 42.652 5
-2.908 4.013 2
-16.932 -43.661 4
-0.231 -10.837 1
8.884 -4.051 2
-7.136 -14.986 1
15.281 7.208 9
-17.050 -34.514 8
-7.785 -31.724 0
-10.659 -29.140 8
3.588 46.589 0
-4.928 -21.080 5
0.808 43.628 6
22.020 2.800 9
15.292 5.761 2
6.616 10.528 4
-6.535 -23.538 8
9.103 36.652 1
7.592 12.435 1
9.568 23.696 3
-2.104 39.860 0
19.438 15.698 2
-13.530 -7.210 5
5.980 35.711 9
7.484 29.126 7
12.093 27.210 9
19.071 16.751 0
-1.113 -0.061 2
7.370 -6.500 7
18.500 4.845 0
-3.597 -8.815 3
3.671 28.454 1
18.325 3.640 4
12.889 25.536 3
-14.945 -43.854 4
17.372 2.191 8
-6.369 -13.490 6
-3.797 41.998 1
-6.156 -2.453 6
4.773 16.494 2
-7.415 -7.065 4
6.171 35.221 6
-6.132 2.350 6
-1.866 -3.952 8
16.363 27.473 1
9.221 23.540 2
-9.827 -26.025 2
-14.683 -33.184 8
12.968 1.386 6
11.028 9.692 9
-9.526 -24.738 2
-9.775 -17.134 2
16.418 6.010 8
5.683 8.680 5
10.463 20.175 7
18.129 21.741 5
-2.949 5.113 7
-1.802 7.151 1
11.165 28.128 0
12.031 -10.824 1
11.706 -7.895 8
8.885 30.602 4
-0.017 -16.215 8
2.986 6.903 5
15.765 -2.047 1
9.681 42.323 9
11.673 29.617 3
4.946 1.466 7
8.844 -5.735 0
-0.260 8.458 3
-8.519 -12.107 5
4.882 44.922 5
8.837 36.491 9
7.446 -14.948 3
-12.505 -24.544 8
16.051 26.496 4
12.156 19.734 7
-6.131 -8.039 2
10.232 -8.996 5
-10.295 -22.692 8
10.039 17.980 7
18.758 0.670 7
2.735 5.124 7
21.665 25.510 1
-24.450 -21.271 2
19.495 15.452 8
-9.460 -28.713 7
10.969 30.876 9
-6.035 1.068 7
18.365 29.241 2
6.665 44.474 9
-9.829 -20.375 5
-19.686 -10.576 8
6.520 -22.405 4
1.931 43.151 7
-11.205 -26.219 2
-15.262 -42.611 3
5.292 28.869 5
3.118 37.079 2
-10.340 -7.289 9
-8.437 -32.886 9
7.183 9.214 6
-18.434 -29.371 8
-4.836 45.840 1
3.781 -9.995 4
-4.828 -0.571 8
22.186 7.937 8
5.423 -13.176 3
4.675 1.948 1
10.659 30.170 6
1.058 41.895 1
-17.645 -15.886 0
1.868 36.874 6
-9.107 -16.744 2
-22.136 -44.516 7
8.716 12.516 9
16.019 19.867 5
-10.266 49.114 7
-11.054 -4.568 9
-19.187 -38.649 8
-17.651 -25.560 0
-21.801 -42.020 3
-2.472 -12.267 5
-3.723 -28.826 8
-20.728 -39.977 4
-1.410 45.448 1
19.483 23.139 7
-19.192 -22.069 7
17.701 6.762 2
11.331 41.171 9
24.353 27.356 4
-22.714 -28.876 0
7.483 5.178 5
-6.310 2.914 7
16.563 29.679 9
16.417 -6.263 0
-8.385 -15.075 8
-20.069 -24.511 4
10.142 42.359 9
-18.181 -44.670 6
-3.148 -10.683 4
15.345 -2.309 6
4.283 -20.726 7
17.944 23.071 7
-5.815 43.791 0
5.164 -20.415 4
-14.755 -10.628 4
-5.349 4.144 1
-13.946 -17.962 1
4.342 0.965 3
-18.753 -19.275 6
5.441 20.406 8
-19.716 -42.174 8
-2.625 -11.679 3
-9.051 -2.257 3
-8.965 -25.917 2
-8.735 -15.549 2
4.624 -18.480 8
9.366 1.351 8
24.482 23.392 3
-0.344 41.517 2
-6.769 44.136 9
3.195 1.788 0
-3.352 3.903 7
9.364 24.364 1
-22.185 -25.899 4
0.836 2.752 5
-10.818 47.679 6
8.217 45.178 7
1.785 10.531 2
-16.731 -41.227 8
6.838 0.931 1
2.515 11.371 5
3.442 8.964 6
-6.512 47.813 9
8.688 11.269 1
-8.256 -27.633 1
2.577 38.907 9
-16.359 -19.948 5
-6.215 47.109 2
-1.428 43.030 5
11.509 32.015 1
-3.127 -11.554 5
-14.521 -10.368 3
8.691 11.177 0
-1.335 -1.809 1
-11.791 -16.029 2
-17.954 -28.663 2
3.017 -21.466 8
-8.064 48.254 8
-5.433 44.849 9
-16.139 -14.277 2
6.969 29.390 7
7.510 31.511 7
6.086 -7.860 4
8.425 6.450 8
20.970 6.836 5
20.481 3.967 0
13.980 -9.405 6
-4.266 -8.758 1
-12.352 -15.765 8
-12.018 -30.041 0
17.210 29.685 6
4.423 8.918 0
5.843 44.159 9
-24.637 -20.250 6
18.494 1.313 7
-9.133 -3.727 2
-12.669 -19.100 0
-20.177 -22.618 0
17.775 30.438 7
